Place Of Service,Service Type,Product,Group Size,In Network,Is Covered,Date of Service From,Date of Service To,Covered in Full,Copay,Coinsurance
Office,ambulatorySurgery,PROD499,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ambulatorySurgery,PROD499,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,anesthesia,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,anesthesia,PROD499,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,anesthesia,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,anesthesia,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,anesthesia,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,anesthesia,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,anticoagulantTherapy,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,anticoagulantTherapy,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,anticoagulantTherapy,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,anticoagulantTherapy,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Outpatient,anticoagulantTherapy,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Inpatient,anticoagulantTherapy,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,autismEvaluation,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,autismEvaluation,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,autismEvaluation,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,autismEvaluation,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Outpatient,autismEvaluation,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Inpatient,autismEvaluation,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,autologousBlood,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,autologousBlood,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,autologousBlood,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,autologousBlood,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,autologousBlood,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,autologousBlood,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,biofeedback,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,biofeedback,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,biofeedback,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,biofeedback,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,specialistCopay,N
Outpatient,biofeedback,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,specialistCopay,N
Inpatient,biofeedback,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,boneDensityTest,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,boneDensityTest,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,boneDensityTest,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,boneDensityTest,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,boneDensityTest,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,boneDensityTest,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,cardiacRehabilitation,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,cardiacRehabilitation,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,cardiacRehabilitation,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,cardiacRehabilitation,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,specialistCopay,N
Office,cardiacRehabilitation,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,specialistCopay,N
Inpatient,cardiacRehabilitation,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,castingAndStrapping,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,castingAndStrapping,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,castingAndStrapping,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,castingAndStrapping,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Outpatient,castingAndStrapping,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Inpatient,castingAndStrapping,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,cerumenWaxRemoval,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,cerumenWaxRemoval,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,cerumenWaxRemoval,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,cerumenWaxRemoval,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Outpatient,cerumenWaxRemoval,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Inpatient,cerumenWaxRemoval,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,chemotherapy,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,chemotherapy,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,chemotherapy,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,chemotherapy,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,chemotherapy,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,chemotherapy,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,childbirthClasses,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,childbirthClasses,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,childbirthClasses,PROD499,L,Y,N,1/1/2015,12/31/2023,N,N,N
Outpatient,childbirthClasses,PROD499,L,Y,N,1/1/2015,12/31/2023,N,N,N
Office,childbirthClasses,PROD499,L,Y,N,1/1/2015,12/31/2023,N,N,N
Inpatient,childbirthClasses,PROD499,L,N,N,1/1/2015,12/31/2023,N,N,N
Outpatient,childImmunizations,PROD499,L,N,N,1/1/2015,12/31/2023,N,N,N
Office,childImmunizations,PROD499,L,N,N,1/1/2015,12/31/2023,N,N,N
Inpatient,childImmunizations,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Outpatient,childImmunizations,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Office,childImmunizations,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,childImmunizations,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,N
Outpatient,chiropracticServices,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,N
Office,chiropracticServices,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,N
Inpatient,chiropracticServices,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,chiropracticServices,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,specialistCopay,N
Office,chiropracticServices,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,specialistCopay,N
Inpatient,chiropracticServices,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,chlamydiaScreening,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,chlamydiaScreening,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,chlamydiaScreening,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,chlamydiaScreening,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,chlamydiaScreening,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,chlamydiaScreening,PROD499,L,N,Y,1/1/2015,12/31/2023,Y,N,Y
Outpatient,christianScienceServices,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,christianScienceServices,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,christianScienceServices,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,christianScienceServices,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,specialistCopay,N
Outpatient,christianScienceServices,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,specialistCopay,N
Inpatient,christianScienceServices,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,clinicalTrials,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,clinicalTrials,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,clinicalTrials,PROD499,L,Y,N,1/1/2015,12/31/2023,N,N,N
Office,clinicalTrials,PROD499,L,Y,N,1/1/2015,12/31/2023,N,N,N
Outpatient,clinicalTrials,PROD499,L,Y,N,1/1/2015,12/31/2023,N,N,N
Inpatient,clinicalTrials,PROD499,L,N,N,1/1/2015,12/31/2023,N,N,N
Office,clinicServices,PROD499,L,N,N,1/1/2015,12/31/2023,N,N,N
Outpatient,clinicServices,PROD499,L,N,N,1/1/2015,12/31/2023,N,N,N
Inpatient,clinicServices,PROD499,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,clinicServices,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,specialistCopay,N
Outpatient,clinicServices,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,specialistCopay,N
Inpatient,clinicServices,PROD499,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,coeBariatricSurgery,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,coeBariatricSurgery,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,coeBariatricSurgery,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,coeBariatricSurgery,PROD499,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,coeBariatricSurgery,PROD499,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,coeBariatricSurgery,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,coeOrganTransplant,PROD499,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,coeOrganTransplant,PROD499,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,coeOrganTransplant,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,coeOrganTransplant,PROD499,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,coeOrganTransplant,PROD499,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,coeOrganTransplant,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,essentalDentalServices,PROD499,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,essentalDentalServices,PROD499,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,essentalDentalServices,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,essentalDentalServices,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,specialistCopay,N
Outpatient,essentalDentalServices,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,specialistCopay,N
Inpatient,essentalDentalServices,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,consciousSedation,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,consciousSedation,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,consciousSedation,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,consciousSedation,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Outpatient,consciousSedation,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Inpatient,consciousSedation,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,consultations,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,consultations,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,consultations,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,consultations,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Outpatient,consultations,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Inpatient,consultations,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,contraceptiveDevices,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,contraceptiveDevices,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,contraceptiveDevices,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,contraceptiveDevices,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Outpatient,contraceptiveDevices,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Inpatient,contraceptiveDevices,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,contrastAgents,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,contrastAgents,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,contrastAgents,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,contrastAgents,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,contrastAgents,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,contrastAgents,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,cultredSubstituteSurgery,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,cultredSubstituteSurgery,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,cultredSubstituteSurgery,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,cultredSubstituteSurgery,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,cultredSubstituteSurgery,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,cultredSubstituteSurgery,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,diabeticDme,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,diabeticDme,PROD499,L,N,Y,1/1/2015,12/31/2023,Y,N,Y
Inpatient,diabeticDme,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,diabeticDme,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,diabeticDme,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Inpatient,diabeticDme,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,diabeticDrugs,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,diabeticDrugs,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,diabeticDrugs,PROD499,L,Y,N,1/1/2015,12/31/2023,N,N,N
Outpatient,diabeticDrugs,PROD499,L,Y,N,1/1/2015,12/31/2023,N,N,N
Office,diabeticDrugs,PROD499,L,Y,N,1/1/2015,12/31/2023,N,N,N
Inpatient,diabeticDrugs,PROD499,L,N,N,1/1/2015,12/31/2023,N,N,N
Outpatient,diabeticEducation,PROD499,L,N,N,1/1/2015,12/31/2023,N,N,N
Office,diabeticEducation,PROD499,L,N,N,1/1/2015,12/31/2023,N,N,N
Inpatient,diabeticEducation,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,diabeticEducation,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Office,diabeticEducation,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Inpatient,diabeticEducation,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,diabeticEyeExam,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,diabeticEyeExam,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,diabeticEyeExam,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,diabeticEyeExam,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,specialistCopay,N
Office,diabeticEyeExam,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,specialistCopay,N
Inpatient,diabeticEyeExam,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,diabeticFootCare,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,diabeticFootCare,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,diabeticFootCare,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,diabeticFootCare,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Office,diabeticFootCare,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Inpatient,diabeticFootCare,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,diabeticShoes,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,diabeticShoes,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,diabeticShoes,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,diabeticShoes,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,diabeticShoes,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,diabeticShoes,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,diabeticSupplies,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,diabeticSupplies,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,diabeticSupplies,PROD499,L,Y,N,1/1/2015,12/31/2023,N,N,N
Office,diabeticSupplies,PROD499,L,Y,N,1/1/2015,12/31/2023,N,N,N
Outpatient,diabeticSupplies,PROD499,L,Y,N,1/1/2015,12/31/2023,N,N,N
Inpatient,diabeticSupplies,PROD499,L,N,N,1/1/2015,12/31/2023,N,N,N
Office,diabeticTesting,PROD499,L,N,N,1/1/2015,12/31/2023,N,N,N
Outpatient,diabeticTesting,PROD499,L,N,N,1/1/2015,12/31/2023,N,N,N
Inpatient,diabeticTesting,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,diabeticTesting,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Office,diabeticTesting,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Inpatient,diabeticTesting,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,diagnosticImaging,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,diagnosticImaging,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,diagnosticImaging,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,diagnosticImaging,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,diagnosticImaging,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,diagnosticImaging,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,diagnosticTesting,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,diagnosticTesting,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,diagnosticTesting,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,diagnosticTesting,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,diagnosticTesting,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,diagnosticTesting,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,dme,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,dme,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,dme,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,dme,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Office,dme,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,dme,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,electiveAbortion,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,electiveAbortion,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,electiveAbortion,PROD499,L,Y,N,1/1/2015,12/31/2023,N,N,N
Outpatient,electiveAbortion,PROD499,L,Y,N,1/1/2015,12/31/2023,N,N,N
Office,electiveAbortion,PROD499,L,Y,N,1/1/2015,12/31/2023,N,N,N
Inpatient,electiveAbortion,PROD499,L,N,N,1/1/2015,12/31/2023,N,N,N
Outpatient,electiveSterilization,PROD499,L,N,N,1/1/2015,12/31/2023,N,N,N
Office,electiveSterilization,PROD499,L,N,N,1/1/2015,12/31/2023,N,N,N
Inpatient,electiveSterilization,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,electiveSterilization,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,electiveSterilization,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,electiveSterilization,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,electrocardiogram,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,electrocardiogram,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,electrocardiogram,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,electrocardiogram,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,electrocardiogram,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,electrocardiogram,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,electroencephalogram,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,electroencephalogram,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,electroencephalogram,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,electroencephalogram,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,specialistCopay,N
Office,electroencephalogram,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,specialistCopay,N
Inpatient,electroencephalogram,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,er,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,er,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,er,PROD499,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,er,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,erCopay,N
Office,er,PROD499,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,er,PROD499,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,facilityBasedPractitionerServices,PROD499,L,N,Y,1/1/2015,12/31/2023,N,erCopay,N
Office,facilityBasedPractitionerServices,PROD499,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,facilityBasedPractitionerServices,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,facilityBasedPractitionerServices,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,facilityBasedPractitionerServices,PROD499,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,facilityBasedPractitionerServices,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,familyPlanning,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,familyPlanning,PROD499,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,familyPlanning,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,familyPlanning,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Office,familyPlanning,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Inpatient,familyPlanning,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,footCareSurgicalServices,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,footCareSurgicalServices,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,footCareSurgicalServices,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,footCareSurgicalServices,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,footCareSurgicalServices,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,footCareSurgicalServices,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,freestandingAmbSurg,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,freestandingAmbSurg,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,freestandingAmbSurg,PROD499,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,freestandingAmbSurg,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,opSurgeryCopay,N
Office,freestandingAmbSurg,PROD499,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,freestandingAmbSurg,PROD499,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,freestandingLab,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,freestandingLab,PROD499,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,freestandingLab,PROD499,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,freestandingLab,PROD499,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,freestandingLab,PROD499,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,freestandingLab,PROD499,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,freestandingRadiology,PROD499,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,freestandingRadiology,PROD499,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,freestandingRadiology,PROD499,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,freestandingRadiology,PROD499,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Office,freestandingRadiology,PROD499,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
